"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Buster Keaton","Buster Keaton","Al Boasberg, Lex Neal, Charles Smith, Paul Smith","Image Entertainment Inc.","Metro Goldwyn Mayer, Buster Keaton Productions Inc. [us]","Comedy, Romance","Sep 19, 1926, Wide","Aug 20, 2019","1h 15m","Meek millionaire Alfred Butler (Buster Keaton) goes on a camping excursion with his faithful servant (Snitz Edwards). Once in the wilderness, Alfred ignores outdoor activities in favor of trying to woo a charming mountain girl (Sally O'Neil), who wants nothing to do with her spoiled suitor. Trying to impress the girl, Alfred masquerades as boxing star ""Battling"" Butler (Francis McDonald). Unfortunately, when the real fighter finds out puny Alfred has been impersonating him, the brawl is on.",83,74,"Battling Butler"
