"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Franklin","Barbi Taylor, Richard Franklin","PG","Mystery & Thriller","English","Feb 27, 1981, Limited","May 22, 2017","1h 40m","An Australian trucker (Stacy Keach) picks up a hitchhiking heiress (Jamie Lee Curtis) and the trail of a killer in a green van.",92,62,"Road Games"
