"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Bradley Raymond","George A. Mendoza, Jason VanBorssum","Walt Disney Television Animation","G","Kids & Family, Adventure, Animation","English","Feb 10, 2004, Original","Aug 15, 2017","1h 16m","Surround, Dolby Digital, DTS","This retelling of ""The Lion King"" is conveyed from the perspective of meerkat Timon (Nathan Lane) and warthog Pumbaa (Ernie Sabella) and shows how the pair became friends. When Timon leaves his colony because he doesn't fit in, he meets the lonely Pumbaa. Together Timon and Pumbaa search for a new home, having adventures along the way and eventually meeting up with lion prince Simba (Matthew Broderick), who is in exile from his home and must challenge the evil Scar for the title of Lion King.",76,62,"The Lion King 1 1/2"
