"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Michael Winterbottom","Andrew Eaton","R","Comedy, Drama","English","$29.5K","1h 21m","After amateur soccer player Nick Cameron (Robert Carlyle) experiences a series of persistent and debilitating symptoms, he learns that he has multiple sclerosis. Now restricted to a wheelchair, Nick is unable to play soccer or be intimate with his new girlfriend, Karen (Juliet Aubrey). Everything has changed, and it takes a tremendous amount of strength and good humor from both himself and those around him for Nick to come to terms with the limitations of his new life.",60,74,"Go Now"
