"Director","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Ernest B. Schoedsack","RKO Radio Pictures Inc.","Adventure","English","Dec 22, 1933, Limited","Nov 21, 2016","1h 10m","After his disastrous venture with the giant ape King Kong, promoter Carl Denham (Robert Armstrong) flees New York to avoid indictment from a grand jury. He sails off with friend Captain Englehorn (Frank Reicher) and soon gets involved with singer Helene Peterson (Helen Mack). When a crooked sea captain kills Helene's father, she stows away on board Denham's boat, which heads to Kong's home on Skull Island. There, the group befriends Kong's son -- who defends them against the resident dinosaurs.",42,28,"Son of Kong"
