"Director","Producer","Screenwriter","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"King Vidor","Kevin Brownlow, David Gill","Laurence Stallings","Metro-Goldwyn-Mayer","War","Nov 5, 1925, Original","Jan 1, 2009","2h 6m","Wealthy young idler Jim Apperson (John Gilbert) enlists during the early days of World War I, to the worry of his mother (Claire McDowell) and the pride of his father (Hobart Bosworth). Sent to the front lines in the French countryside, Jim bonds with his working-class bunkmates Slim (Karl Dane) and Bull (Tom O'Brien) and falls in love with young French farm girl Melisande (Renée Adorée), despite having a girlfriend (Claire Adams) back home. But the romance of war is soon shattered for good.",100,91,"The Big Parade"
