"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Gregor Jordan","Rainer Grupe, Ariane Moody","Gregor Jordan, Nora Maccoby, Eric Weiss","Miramax Films","Miramax Films, FilmFour, Grosvenor Park Productions, Good Machine, Odeon Films","R (Some Sexuality|Drug Content|Strong Language|Violence)","Comedy, Drama","English","Jul 25, 2003, Original","May 23, 2016","$353.7K","1h 38m","Dolby Stereo, Dolby Digital, Dolby A, Surround, Dolby SR","Scope (2.35:1)","Set on an American Army base in 1989, as the Berlin Wall is about to fall, ""Buffalo Soldiers"" takes a satiric look as these men steal, drink, fight, and make, take, and sell drugs. Elwood (Joaquin Phoenix) is the brains behind the operation, easily duping his superior (Ed Harris) and sleeping with his wife. But with the arrival of the new sergeant (Scott Glenn), everything changes. The sergeant cracks down; Elwood retaliates by dating his daughter and attempting a big weapons-for-drugs deal.",73,72,"Buffalo Soldiers"
