"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Terence Young","Mel Ferrer","Frederick Knott, Robert Howard-Carrington, Jane Howard-Carrington","Warner Brothers","Mystery & Thriller","English","Oct 26, 1967, Original","Aug 10, 2016","1h 48m","Mono","35mm, Flat (1.85:1)","After a flight back home, Sam Hendrix (Efrem Zimbalist Jr.) returns with a doll he innocently acquired along the way. As it turns out, the doll is actually stuffed with heroin, and a group of criminals led by the ruthless Roat (Alan Arkin) has followed Hendrix back to his place to retrieve it. When Hendrix leaves for business, the crooks make their move -- and find his blind wife, Susy (Audrey Hepburn), alone in the apartment. Soon, a life-threatening game begins between Susy and the thugs.",96,91,"Wait Until Dark"
