"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Willard Carroll","Willard Carroll, Meg Liberman, Thomas L. Wilhite","Willard Carroll","Miramax Films","Miramax Films","R","Drama","English","Jan 22, 1999, Wide","Oct 15, 2016","$4.0M","2h 1m","SDDS","In this tale of how love binds 11 random people from Los Angeles, a married couple (Sean Connery, Gena Rowlands) prepare to renew vows; a widowed mother (Ellen Burstyn) cares for a dying son (Jay Mohr) ; a couple (Madeleine Stowe, Anthony Edwards) have an affair; a theater director (Gillian Anderson) strikes up a relationship with a stranger (Jon Stewart) ; an aspiring actress (Angelina Jolie) pursues a shy young man and a lone man (Dennis Quaid) talks of heartbreak to strangers.",60,79,"Playing by Heart"
