"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Edward Dmytryk","Dino De Laurentiis","H.A.L. Craig","Columbia Pictures","PG-13 (War Violence)","War","English","Jul 24, 1968, Original","Apr 16, 2012","1h 57m","After Allied forces invade Anzio, seven Americans become trapped behind German lines and must take shelter with a family.",67,42,"Anzio"
