"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Lou Howe","Luca Borghese, Ben Howe","Lou Howe","AgX","Drama","English","Jun 19, 2015, Limited","Oct 13, 2016","$2.1K","1h 28m","Following his release from a mental hospital, an unstable young man (Rory Culkin) defies his family and goes in search of his childhood sweetheart (Emily Meade).",84,79,"Gabriel"
