"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Akira Kurosawa","Sojiro Motoki","Shinobu Hashimoto, Akira Kurosawa, Hideo Oguni","Toho Company","Drama","Japanese","Jan 25, 1967, Wide","Jan 15, 2008","1h 45m","Mono","""I Live in Fear"" is an expressive, caustic, portrait of madness. Toshiro Mifune plays an aging industrialist driven to madness over fears of a nuclear attack. The most frightening aspect of Kurosawa's film is not the threat of nuclear annihilation, but the proliferation of man's inhumanity and greed, expressed by the family's zeal to commit their father and keep their inheritances intact.",75,76,"I Live in Fear"
