"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Skip Woods","Alan Poul","Skip Woods","Propaganda Films, PolyGram Filmed Entertainment","R","Mystery & Thriller, Comedy","English","Sep 17, 1998, Original","$2.0K","1h 25m","Dolby Digital","An architect's (Thomas Jane) former crime partner (Aaron Eckhart) shows up with drugs and gangster business, attracting a slew of unsavory characters.",43,81,"Thursday"
