"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Matthias Hoene","Luc Besson, Mark Gao","Luc Besson, Robert Mark Kamen","EuropaCorp","PG-13 (Martial Arts Fantasy Violence)","Action, Fantasy","English","May 5, 2017, Limited","May 5, 2017","1h 48m","A mysterious chest opens a gateway through time that transports teenage gamer Jack to an ancient empire. Jack will need all of his gaming skills to battle a cruel barbarian king, protect a beautiful princess and find his way back home.",44,28,"The Warrior's Gate"
