"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Matthew Robbins","Guber-Peters Company","PG-13","Drama","English","Jul 19, 1985, Limited","Jan 1, 2012","1h 36m","Stereo, Surround","Restless teenager Billie Jean Davy (Helen Slater) and her brother, Binx (Christian Slater), dream of leaving oppressive Corpus Christi, Texas, for Vermont. When Binx's scooter is trashed by bully Hubie Pyatt (Barry Tubb), Billie Jean goes to ask Hubie's father (Richard Bradford) for $608 for repairs, only to have Mr. Pyatt try to rape her. As she flees, Binx finds Mr. Pyatt's gun and unintentionally shoots him. Billie Jean and her brother go on the run, becoming folk heroes in the process.",39,75,"The Legend of Billie Jean"
