"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Henry King","Darryl F Zanuck","Philip Dunne","20th Century Fox","Twentieth Century Fox","History, Drama","English","Aug 10, 1951, Original","Oct 22, 2013","1h 56m","King David and the beautiful Bathsheba's adulterous love risks David his throne, country and even the wrath of God. Told in occasional flashback, the film sees him conquer Goliath and lead his armies to victory before the prophet Nathan brings the word of Jehovah and His judgment, which sees David atone for his sins.",60,33,"David and Bathsheba"
