"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Benjamin","Kathleen Kennedy, Art Levinson, Frank Marshall","David Giler","Amblin Entertainment, Universal Pictures","PG","Comedy","English","May 23, 2016","$30.9M","1h 30m","Young lovers Walter (Tom Hanks) and Anna (Shelley Long) are house-sitting the New York City apartment owned by Max (Alexander Godunov), Anna's ex-husband, who suddenly decides to toss them out. Needing a new home, they settle on buying a country estate outside the city, which is available for a suspiciously low price. It soon becomes apparent why, as doors fall off their hinges, staircases come tumbling down and a bathtub falls through the floor. The couple's relationship suffers similarly.",50,58,"The Money Pit"
