"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter Duffell","Robert Bloch, Milton Subotsky","Amicus Productions","PG","Horror","English","Mar 10, 1971, Limited","Apr 12, 2018","1h 41m","A Scotland Yard inspector (John Bennett) learns how four tenants of a country house met macabre fates.",92,57,"The House That Dripped Blood"
