"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Woody Allen","Robert Greenhut","Woody Allen","PG","Drama","English","Dec 18, 1987, Limited","May 23, 2017","$404.8K","1h 22m","Following an attempted suicide, Lane (Mia Farrow) retreats to her summerhouse in Vermont to rest. However, Lane's residence is not the peaceful haven it should be when her houseguests disrupt the healing process. Lane struggles to deal with her obnoxious mother (Elaine Stritch), who is visiting with her stepfather (Jack Warden). While Lane lusts after a writer (Sam Waterston) who wants her best friend (Dianne Wiest), a friendly neighbor (Denholm Elliott) carries a torch for Lane.",63,52,"September"
