"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Bertrand Tavernier","Frédéric Bourboulon, Alain Sarde","Jean Cosmos, Jean Devaivre, Bertrand Tavernier","Empire Pictures","Paramount","History, Drama","French (France)","Oct 11, 2002, Original","$26.6K","2h 50m","Stereo","Scope (2.35:1)","In 1940s Paris, during the German occupation, two men in the film industry find different ways to deal with the Vichy regime stifling their creativity. Jean Devaivre (Jacques Gamblin) is an assistant director, and Jean Aurenche (Denis Podalydès) is a screenwriter. Devaivre actively rebels against the occupation: He is an employee of Continental, a Nazi film company, but secretly fights in the resistance. Aurenche, on the other hand, refuses to create propaganda by working for the company.",76,79,"Safe Conduct"
