"Director","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Paul Urkijo Alijo","Asier Guerricaechevarria, Paul Urkijo Alijo, Asier Guerricaechevarria","Horror, Fantasy","Basque","Oct 12, 2018","1h 38m","A blacksmith holds a demon in captivity, torturing it as revenge for his troubles. One day, an orphan girl stumbles upon the demon's enclosure and unwittingly releases it.",80,71,"Errementari: The Blacksmith and the Devil"
