"Director","Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Henry King","Buddy Adler","Twentieth Century Fox","Romance","English","Aug 18, 1955, Original","Oct 22, 2013","1h 42m","In Hong Kong in 1949, Mark Elliott (William Holden) is an American reporter covering the Chinese civil war. Undergoing a trial separation from his wife, he meets the beautiful Dr. Han Suyin (Jennifer Jones), a widowed physician from mainland China. As the pair fall in love, they encounter disapproval from both her family and his friends about their interracial romance. Although the film was a commercial success upon release, the casting of Jones in an Asian role has since been criticized.",53,56,"Love Is a Many Splendored Thing"
