"Director","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Synopsis","Critics","Audiences","Title"
"Milap Zaveri","Eros International","Action","Hindi","Nov 15, 2019, Limited","Apr 7, 2020","$161.2K",NA,8,NA,"Marjaavaan"
