"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Mel Brooks","Mel Brooks","Mel Brooks","R","Comedy","English","Jun 12, 1981, Limited","Jan 24, 2020","1h 33m","Stereo","Digital 2.39:1","Human history is traced through a series of vignettes, beginning with cavemen awestruck by their own magnificence. Then Moses (Mel Brooks) receives the tablets containing the ""15"" commandments, and Emperor Nero (Dom DeLuise) presides over a madcap Rome with his wife, Nympho (Madeline Kahn). Jumping ahead, the Spanish Inquisition softens repression with song and dance, and a few centuries later Madame Defarge (Cloris Leachman) is fomenting revolution in France.",63,81,"History of the World: Part I"
