"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Patrice Leconte","Phillippe Carcassonne, René Cleitman","Patrick Dewolf","Hachette Première, France 3 Cinéma, Ciné-@","PG-13","Drama","French (France)","Nov 20, 2007","$19.0K","1h 21m","A love-starved outcast develops an unusual relationship with the seductive young neighbor he's been spying upon.",100,86,"Monsieur Hire"
