"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Tim Fywell","Guy Riedel","Jill Isaacs","TV-14, R","Biography","English","Sep 14, 2004","2h 12m","Stereo, Surround","Marilyn Monroe (Mira Sorvino) rises to film stardom, but insecure alter ego Norma Jean Daugherty (Ashley Judd) won't allow her happiness.",60,42,"Norma Jean & Marilyn"
