"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Daniel Mann","Saul David","Ben Starr","Twentieth Century Fox","Action","English","Mar 1, 2013","1h 47m","When a global criminal organization flexes its power over weather and tectonic activity, secret agent Derek Flint (James Coburn) is summoned from retirement to get to the bottom of the matter. While he mulls over whether to take the assignment, he narrowly escapes an assassination attempt, but his spy agency commander, Cramden (Lee J. Cobb), is nearly mortally wounded. Vowing to take the fight to the enemy, Flint treks through Europe hot on the trail of femme fatale spy Gila (Gila Golan).",76,68,"Our Man Flint"
