"Director","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Milos Forman","Filmové studio Barrandov","Comedy","Czech","Nov 19, 2018","1h 13m","In Milos Forman's satire on Communism set in a small Czechoslovakian town in the 1960s, the local firemen decide to organize a ball, however the proceedings are dogged by difficulty at every step. They plan to organize a beauty pageant at the ball, yet struggle tremendously to find enough pretty contestants. A lottery is planned for later in the evening, but the guests begin stealing the prizes. Then, inevitably, there is a fire in the town... It seems that whatever can go wrong, does go wrong.",91,82,"The Firemen's Ball"
