"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alan Rudolph","David Blocker","R","Drama","English","Mar 2, 2017","1h 50m","Surround, Stereo","Henry Petosa (Matthew Modine) and Freddy Ace (also Modine) are identical twins who were separated at birth and now lead their own lives in the same city, each entirely unaware of the other. While Henry is a working-class guy involved with both a wealthy girlfriend (Lara Flynn Boyle) and a prostitute (Marisa Tomei), Freddy has a wife (Lori Singer) and works as a hit man. When the brothers stand to inherit a fortune from their birth mother, they are abruptly reunited, leading to conflict.",33,41,"Equinox"
