"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Sanaa Hamri","Stephanie Allain","Kriss Turner","Homegrown Pictures","PG-13 (Sexual Reference)","Romance, Comedy","English","May 7, 2015","$11.4M","1h 40m","Surround, DTS","Flat (1.85:1)","Career-minded Kenya McQueen is set up on a blind date with architect Brian Kelly, but backs out when she realizes that he is white. Impressed with his work on a friend's mansion, McQueen hires Kelly to design her new garden -- and he sweeps her off her feet. But, after her friends introduce her to executive Mark Harper, McQueen must choose between the type of man she always dreamed she wanted and giving in to life's little surprises.",61,72,"Something New"
