"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Griffin Dunne","Jeffrey Silver, Bobby Newmyer","Warner Bros., Miramax Films, Outlaw Productions","R","Romance, Comedy","English","May 12, 1997, Limited","Jul 28, 2008","$34.7M","1h 40m","Small-town astronomer Sam (Matthew Broderick) is devastated when his fiancée, Linda (Kelly Preston), leaves him for French chef Anton Depeaux (Tcheky Karyo) during an out-of-town vacation. Obsessed, Sam follows her to New York City and moves in across the street from Linda and Anton's apartment, where he spies on them and records their lives. One day he is joined by Maggie (Meg Ryan), Anton's equally vengeful ex-girlfriend, and the two plot to break up the new couple.",55,50,"Addicted to Love"
