"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Lee Grant","Joseph Feury","Monte Merrick","R","Drama","English","Nov 10, 1989, Limited","May 8, 2017","$4.1M","1h 31m","Surround","The close-knit McDermott family lives in a small town where the father (Jim Haynie) owns and runs a chicken restaurant. Brian (Tim Quill), Kit (Dermot Mulroney) and Duncan (Sean Astin) are convinced they have a solid and peaceful future ahead of them: One of these days, they'll inherit the old man's restaurant. Dad, however, impulsively sells the business, and turmoil engulfs the McDermott boys as they face uncertain futures for the first time in their lives.",80,55,"Staying Together"
