"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Marcus Adams","James Gay-Rees","Daniel Bronzite","Canal+, Working Title Films, StudioCanal","R","Horror","English","Oct 28, 2003","1h 34m","Surround","After a long night of dancing and drinking their way into a haze, roommates Rob (Joe Absolom), Liam (Alec Newman), Stella (Lara Belmont) and Spencer (James Hillier) and a few of their friends duck into a back room of the nightclub to play around with a Ouija board. None of the friends like what the board tells them: they will all die that night. Sure enough, one by one the young friends are slaughtered by a malevolent killer, amid revelations about satanic worship and sacrifice.",22,38,"Long Time Dead"
