"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Dante Ariola","Alisa Tager, Becky Johnston, Michael Cappuccino, Brian Oliver","Becky Johnston","Cinedigm","Vertebra Films","R (Language|Brief Drug Use|Sexual Content)","Comedy, Drama, Romance","English","Apr 26, 2013, Limited","Apr 27, 2016","$207.7K","1h 41m","Datasat, Dolby Digital","Frustrated with his boring life, Wallace Avery (Colin Firth) fakes his own death and sets out to make a new life for himself as a golf pro named Arthur Newman. Along the way, he meets Charlotte (Emily Blunt), who is posing as her twin sister because her own life is too messy. Wallace and Charlotte pair up and decide to play a game in which they break into the homes of happy couples and pretend to be them. However, a large bag of cash begs the question of what Charlotte's real motives are.",20,25,"Arthur Newman"
