"Director","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Lester","Twentieth Century Fox","PG","Comedy","English","Apr 3, 2007","1h 38m","Capt. Harry Flashman (Malcolm McDowell) is an unapologetic rogue who'll stop at nothing to advance himself. In London, he seduces Lola Montez (Florinda Bolkan) away from Otto von Bismarck (Oliver Reed), but finds he doesn't get off scot-free. As part of a sketchy plan to unite Germany, von Bismark in turn forces Flashman to impersonate a Prussian aristocrat so as to seduce a certain strategic duchess (Britt Ekland). Flashman succeeds, but is eventually exposed and flees for his life.",50,64,"Royal Flash"
