"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Herbert Ross","Herbert Ross","Universal Pictures","Universal Pictures","PG","Mystery & Thriller","English","Oct 24, 1976, Original","Jul 27, 2011","1h 53m","In this bizarre twist on Sir Arthur Conan Doyle's classic detective tales, Sherlock Holmes (Nicol Williamson) finds himself experiencing vivid hallucinations resulting from his cocaine addiction. Concerned about his friend's personal and professional welfare, the loyal Dr. Watson (Robert Duvall) contracts Sigmund Freud (Alan Arkin) to analyze Holmes' drug-addled mind, while the legendary sleuth also investigates the mysterious kidnapping of Lola Devereaux (Vanessa Redgrave).",72,68,"The Seven-Per-Cent Solution"
