"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Huston","John Foreman","Newman-Foreman Company","PG","Mystery & Thriller","English","Jun 11, 2012","1h 38m","British secret agent Joseph Reardon (Paul Newman) poses as a convicted jewel thief to infiltrate a secret organization and gather information on the group's leader, Sir George Wheeler.",58,44,"The Mackintosh Man"
