"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Charles Walters","Sol Saks","Columbia Pictures Corporation, Granley Company","Comedy","English","Jun 29, 1966, Wide","Jan 1, 2012","1h 54m","Arriving in Tokyo two days before the Olympic Games, Sir William Rutland (Cary Grant) struggles to find accommodations due to the number of tourists. When Rutland responds to a roommate-wanted ad posted at the British Embassy, he meets Christine Easton (Samantha Eggar), who reluctantly allows him to move in. Soon, Rutland decides to offer half of his room to an American athlete, Steve Davis (Jim Hutton) -- and when he notices Easton and Davis hitting it off, he tries to bring them together.",83,70,"Walk, Don't Run"
