"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Woody Allen","Robert Greenhut","Woody Allen","Orion Pictures Corporation","PG","Comedy","English","Jul 15, 1983, Limited","Nov 30, 2016","1h 24m","Mono","35mm","In this fictional documentary, a man achieves notoriety for his ability to look and act like anyone he meets. With his unique talent for mimicry, Zelig (Woody Allen) ingratiates himself with people from every sector of society. His chameleon-like skill catches the eye of Eudora Fletcher (Mia Farrow), a doctor who thinks Zelig is in need of serious cognitive analysis. Their relationship moves in a direction that's not often covered in medical textbooks.",97,88,"Zelig"
