"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jean-Luc Godard","Georges de Beauregard","Jean-Luc Godard, Remo Forlani, Lionel White","Pathé Contemporary Films","Dino de Laurentiis Cinematografica, Les Productions Georges de Beauregard, Société Nouvelle de Cinématographie, Rome Paris Films","Drama, Comedy, Mystery & Thriller, Musical, Romance","French (France)","Jan 8, 1969, Original","Dec 18, 2015","Oct 1, 2011","$22.7K","1h 45m","Mono","Scope (2.35:1)","Uninterested in his wife (Dirk Sanders), Ferdinand Griffon (Jean-Paul Belmondo) wearies of his stagnant life. But when the couple hires an enigmatic baby-sitter, Marianne Renoir (Anna Karina), Ferdinand falls head over heels in love with her and abandons his family. He soon discovers, however, that his mistress is not who she seems. Pursued by foreign thugs, Ferdinand and Marianne steal a car and embark on a crime spree through the French countryside all the way to the Mediterranean.",88,87,"Pierrot le Fou"
