"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Denys Arcand","Roger Frappier","Brad Fraser","Sony Pictures Classics","Atlantis Films","R","Comedy","English","Jun 2, 1993, Original","Jun 7, 2011","$28.3K","1h 40m","In a Canadian metropolis, failed actor David (Thomas Gibson) shares a place with the bookish Candy (Ruth Marshall), whom he dated before coming out as a homosexual. While David, who now waits tables, pursues an aimless romance with a younger coworker, Candy dabbles in both same-sex and heterosexual affairs. As David and Candy's odd assortment of friends -- including a telepathic sex worker and an ill-tempered yuppie -- pass in and out of their beds, a serial murder stalks the city's women.",71,71,"Love and Human Remains"
