"Director","Producer","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Fred Zinnemann","Fred Zinnemann","PG","Drama","English","Nov 12, 1982, Limited","May 7, 2015","1h 50m","A 1930s Scottish doctor (Sean Connery) goes climbing in the Alps with an infatuated niece (Betsy Brantley) he passes off as his wife.",25,33,"Five Days One Summer"
