"Director","Producer","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Bruce Beresford","Matthew Carroll","New World Pictures","PG","History, Drama, War","English (Australia)","May 16, 1980, Original","May 22, 2017","1h 47m","In South Africa during the Second Boer War, Australian Army Lieutenants Harry ""Breaker"" Morant (Edward Woodward), Peter Handcock (Bryan Brown) and George Witton (Lewis Fitz-Gerald) stand accused of the murders of six Boer prisoners and the assassination of a German missionary. British Commander-in-Chief Lord Kitchener is determined to see the men found guilty, which he can use as a bargaining chip in an impending peace conference with the Boers.",100,91,"Breaker Morant"
