"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Blake Edwards","Geoffrey Productions","PG","Mystery & Thriller","English","Mar 29, 1972, Limited","Jan 8, 2017","1h 41m","Dr. Peter Carey (James Coburn) moves to Boston, where he becomes a pathologist at a prominent hospital and gets involved with Georgia Hightower (Jennifer O'Neill). Soon the teenage daughter (Elizabeth Allen) of the chief doctor comes into the hospital with severe injuries from a failed illegal abortion. After she dies, Carey's friend, Dr. David Tao, is arrested for performing the surgery. Carey knows that Tao is innocent, and he uses forceful detective tactics to determine who is guilty.",60,29,"The Carey Treatment"
