"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Werner Herzog","Eric Bassett","Herbert Golder, Werner Herzog","Unified Pictures","R (Some Language)","Drama, Horror","English","Dec 11, 2009, Original","Nov 30, 2016","1h 33m","A man experiences mystifying events that cause him to kill his mother with a sword.",50,44,"My Son, My Son, What Have Ye Done"
