"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mike Figgis","Annie Stewart, Mike Figgis","Richard Jefferies, Richard Jefferies","Buena Vista Pictures","Touchstone Pictures, Cold Creek Manor Productions, Red Mullet Productions","R (Some Sexuality|Language|Violence)","Mystery & Thriller, Drama","English","Sep 19, 2003, Wide","Aug 10, 2016","$21.4M","1h 59m","Dolby Stereo, Dolby A, SDDS, DTS, Surround, Dolby Digital, Dolby SR","When filmmaker Cooper Tilson (Dennis Quaid) and his wife, Leah (Sharon Stone), tire of life in New York City, they buy a decrepit house in rural Cold Creek, N.Y., and move their family up there. However, soon the former owner, a menacing local named Dale Massie (Stephen Dorff), arrives. When Dale, who has just been released from prison, asks to be hired to help repair the house, the Tilsons agree. But soon Cooper starts believing that Dale may be even more dangerous than he seems.",12,23,"Cold Creek Manor"
