"Director","Producer","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Swab","Jeremy M. Rosen, John Swab","Wing and a Prayer Pictures, Salem Street Entertainment, Roxwell Films, El Ride Productions, BondIt Media Capital, Title Media","Crime, Drama, Mystery & Thriller","English","Jun 26, 2020","1h 33m","After landing a job with a curmudgeonly private investigator, a woman becomes determined to track down the boy who saved her life as a child and then disappeared.",0,37,"Run With the Hunted"
