"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Donald Crisp, Buster Keaton","Buster Keaton","Clyde Bruckman, Jean Havez, Joseph A. Mitchell","Image Entertainment Inc., Metro-Goldwyn-Mayer Distributing Corp., Kino Video","Metro Goldwyn Mayer, Buster Keaton Productions Inc. [us]","Comedy","Oct 13, 1924, Original","Nov 20, 2016","1h 9m","Academy (1.33:1)","In this revered silent comedy, the wealthy and impulsive Rollo Treadway (Buster Keaton) decides to propose to his beautiful socialite neighbor, Betsy O'Brien (Kathryn McGuire). Alhough Betsy turns Rollo down, he still opts to go on the cruise that he intended as their honeymoon. When circumstances find both Rollo and Betsy on the wrong ship, they end up having adventures on the high seas, allowing Keaton plenty of opportunities to display his trademark agility.",100,89,"The Navigator"
