"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Rainer Werner Fassbinder","Rainer Werner Fassbinder","New Yorker Films","Filmverlag der Autoren, Tango Film","Drama","German","Jun 25, 1972, Original","Feb 28, 2017","2h 4m","Mono","Two women (Hanna Schygulla, Irm Hermann) form a sexual triangle with a fashion designer (Margit Carstensen) in her arty apartment.",85,85,"The Bitter Tears of Petra von Kant"
