"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Milad Alami","Stinna Lassen","Ingeborg Topsøe, Milad Alami","Good Company Films ApS","Drama","Danish","Apr 10, 2019","$23.0K","1h 30m","A young Iranian immigrant searches desperately for a woman who can help him stay in Denmark.",92,62,"The Charmer"
