"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jocelyn Moorhouse","Sarah Pillsbury, Midge Sanford","Jane Anderson","PG-13","Drama","English","Nov 10, 2014","$23.6M","1h 56m","Surround, Stereo","Soon-to-be-wed graduate student Finn Dodd (Winona Ryder) develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy (Ellen Burstyn), and great aunt, Glady Joe Cleary (Anne Bancroft), in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",63,63,"How to Make an American Quilt"
