"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Don Coscarelli","Dac Coscarelli","Don Coscarelli","AVCO Embassy Pictures","New Breed Productions Inc.","R","Horror","English","Mar 28, 1979, Wide","Oct 7, 2016","Oct 4, 2016","1h 27m","The residents of a small town have begun dying under strange circumstances, leading young Mike (Michael Baldwin) to investigate. After discovering that the Tall Man (Angus Scrimm), the town's mortician, is killing and reanimating the dead as misshapen zombies, Mike seeks help from his older brother, Jody (Bill Thornbury), and local ice cream man Reggie (Reggie Bannister). Working together, they try to lure out and kill the Tall Man, all the while avoiding his minions and a deadly silver sphere.",74,67,"Phantasm"
