"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Rerelease Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Claire Denis","Humbert Balsan","Claire Denis, Jean-Pol Fargeau","Ognon Pictures, Arte France Cinema","Drama","French (France)","Dec 23, 2005","Apr 25, 2006","$40.6K","2h 10m","After receiving a heart transplant, an enigmatic loner (Michel Subor) journeys to Tahiti to reconnect with the son he fathered many years earlier.",91,73,"The Intruder"
