"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Jerrod Carmichael","Jerrod Carmichael, Adam Paulsen, David Carrico, Tom Werner, Jake Densen, Ari Katcher, James Price","Ari Katcher, Ryan Welch","United Artists Releasing","Valparaiso Pictures, Morningside Entertainment, Werner Entertainment","R","Comedy, Drama","English","May 13, 2022, Limited","May 13, 2022","$36.8K","1h 26m","From Annapurna Pictures (Spring Breakers, Sorry to Bother You, Booksmart) and Orion Pictures, Jerrod Carmichael makes his directorial debut and stars in On the Count of Three, a darkly comic feature about two best friends, Val (Carmichael) and Kevin (Christopher Abbott), on the last day of their lives.",85,80,"On the Count of Three"
