"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Xavier Dolan","Nancy Grant, Xavier Dolan, Sylvain Corbeil, Nathanaël Karmitz, Elisha Karmitz, Michel Merkt","Xavier Dolan","Sons of Manual, MK2 Films","Drama","French (France)","Jul 1, 2017","1h 35m","Flat (1.85:1)","A writer returns to his hometown, planning to announce his upcoming death to his family. As resentments surface, fits and feuds unfold until all attempts at empathy are sabotaged by people's incapacity to listen and love.",44,56,"It's Only the End of the World"
