"Producer","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Fred Aronow, Nancy Baker, Rhetta Barron, Robert Fiore, David Grubin, Barbara Jarvis, Barbara Kopple, Michael Lesser, Nancy Miller, Lucy Massie Phenix","Winterfilm Collective, Vietnam Veterans Against the War","Documentary","English","Jan 27, 1972, Limited","Sep 15, 2009","1h 35m","This landmark documentary chronicles a 1971 meeting during which more than 100 American veterans spoke publicly at a Detroit motel about the inhumanity and brutality of the Vietnam War. Attempting to add context to the recently uncovered My Lai Massacre of 1968, the soldiers, a group that includes future Senator and presidential candidate John Kerry, recall witnessing atrocities committed against Vietnamese soldiers, unarmed civilians, children and prisoners of war.",100,94,"Winter Soldier"
