"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Mark L. Lester","Bruce Cohn Curtis","United Artists","PG","Musical","English","Aug 24, 2004","1h 43m","Surround","Terry (Linda Blair), a classical musician, meets fast-talking roller skater Bobby James (Jim Bray) at Venice Beach, Calif. After initially ignoring Bobby, Terry warms to him when he saves her from a roller skating accident. The pair start skating together and decide to partner for a competition at the local roller rink. But, when they discover a shady plot to sell the rink to a crooked developer (Mark Goddard), Terry and Jim team up with their friends to stop the deal.",0,54,"Roller Boogie"
