"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Vittorio De Sica","Sergio Amidei, Adolfo Franci, C.G. Viola, Cesar Zavattini","Lopert Pictures Corp.","Alfa Cinematografica","Drama","English","Aug 26, 1947, Original","Jun 14, 2024","Dec 13, 2011","$17.5K","1h 33m","Though orphan Pasquale (Franco Interlenghi) and his best friend, Giuseppe (Rinaldo Smordoni), squirrel away the money they earn shining shoes in Rome, their dream of buying a horse seems out of reach until Giuseppe's older brother ropes them into a scheme to con money from a local fortune teller. The boys are able to purchase the horse, but end up in a juvenile detention center where they are slowly driven apart by police determined to make one of them talk.",100,92,"Shoeshine"
