"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Paul Thomas Anderson","Sara Murphy, Paul Thomas Anderson, Erica Frauman","IMAX","PASTEL","Drama, Music","English","Jun 26, 2019, Limited","Jun 27, 2019","15m","In a short musical film directed by Paul Thomas Anderson, Thom Yorke of Radiohead scores and stars in a mind-bending visual piece. Best played loud.",100,NA,"ANIMA"
