"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Masaaki Yuasa","Eunyoung Choi, Fumie Takeuchi","Masaaki Yuasa, Yutaka Matsushige, Mirai Moriyama, Yoshihide Otomo, Akiko Nogi, Tasuku Emoto","GKIDS","Science Saru, Aniplex, Kawade Shobô Shinsha Publishers, Asmik Ace Entertainment, In The Air","PG-13","Fantasy, Anime, Musical","Japanese","Aug 12, 2022, Limited","Dec 20, 2022","$190.1K","1h 37m","Scope (2.35:1)","From visionary director Masaaki Yuasa, hailed by IndieWire as ""one of the most creatively unbridled minds in all of modern animation,"" comes a revisionist rock opera about a 14th-century superstar whose dance moves take Japan by storm. Born to an esteemed family, Inu-oh is afflicted with an ancient curse that has left him on the margins of society. When he meets the blind musician Tomona, a young biwa priest haunted by his past, Inu-oh discovers a captivating ability to dance. The pair quickly become business partners and inseparable friends as crowds flock to their electric, larger-than-life concerts. But when those in power threaten to break up the band, Inu-oh and Tomona must dance and sing to uncover the truth behind their creative gifts.",91,88,"INU-OH"
