"Director","Screenwriter","Production Co","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Laura Luchetti","Laura Luchetti","RAI Cinema, Picture Show, Donkadillo","Drama","Italian","Nov 17, 2019","1h 35m","Two adolescents escape together to start a new life.",60,NA,"Twin Flower"
