"Director","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Andrzej Wajda","Gaumont, TF1 Films Production","PG","History, Drama","French (France)","Mar 31, 2009","2h 16m","This French film from a Polish director explores a famous friendship soured by politics and corruption. Georges Danton (Gérard Depardieu) and Maximilien Robespierre (Wojciech Pszoniak) fought side by side during the French Revolution. But when Danton takes control of France and starts executing citizens in droves, Robespierre feels it his duty to challenge his one-time comrade. Robespierre goes to Paris to remove his old friend from power, but Danton will not go down without a fight.",85,82,"Danton"
