"Director","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jonathan Demme","Universal Pictures","R","Comedy, Drama","English","Sep 19, 1980, Original","Mar 9, 2004","1h 35m","When luckless dreamer Melvin Dummar (Paul Le Mat) rescues a grizzled, half-dead man (Jason Robards) from the desert, he's skeptical of the man's claim that he's actually reclusive billionaire Howard Hughes. But in the wake of Hughes' death a decade later, a will appears naming Melvin the recipient of $156 million, and a media circus ensues. Accused of forgery, Melvin vigorously maintains his innocence despite a strong intuition that he'll never see any of the money.",92,60,"Melvin and Howard"
