"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Greg Beeman","Michael Phillips","Home Box Office (HBO), Mercury Productions","PG","Kids & Family, Sci-Fi","English","Dec 25, 2016","$1.8M","1h 28m","Stereo, Surround","While planning to destroy Earth with a gigantic laser beam, Emperor Tod Spengo (Jon Lovitz), ruler of the planet Spengo, catches a glimpse of housewife Marge Nelson (Teri Garr) and becomes smitten with her. Beaming Marge and her husband, Dick (Jeffrey Jones), up to Spengo from California, the daft, dimwitted leader tries to woo her, and sends her spouse to prison. Soon Dick is plotting an insurgency, in hopes of overthrowing Spengo and rescuing his wife.",12,44,"Mom and Dad Save the World"
